"speciesType","median","n","z"
"Invader",0.345952,262,1.3
"Mutant",0.305689,951,1.3
"Invader",0.333665,168,1.4
"Mutant",0.3043255,592,1.4
"Invader",0.3558275,106,1.5
"Mutant",0.307223,590,1.5
"Invader",0.347274,155,1.6
"Mutant",0.307394,851,1.6
"Invader",0.379302,402,1.7
"Mutant",0.315847,2859,1.7
"Invader",0.353245,177,1.8
"Mutant",0.3079415,1134,1.8
"Invader",0.3662895,210,1.9
"Mutant",0.309678,1439,1.9
"Invader",0.365852,169,2
"Mutant",0.30856,1607,2
"Invader",0.370055,178,2.1
"Mutant",0.314273,1878,2.1
"Invader",0.362303,149,2.2
"Mutant",0.308786,1299,2.2
"Invader",0.358083,83,2.3
"Mutant",0.306111,784,2.3
"Invader",0.384138,142,2.4
"Mutant",0.309132,1769,2.4
"Invader",0.38372,113,2.5
"Mutant",0.313944,1675,2.5
"Invader",0.378721,122,2.6
"Mutant",0.309818,1519,2.6
"Invader",0.380012,160,2.7
"Mutant",0.3148675,2918,2.7
"Invader",0.371539,103,2.8
"Mutant",0.3066545,1352,2.8
"Invader",0.423541,165,2.9
"Mutant",0.3150375,2504,2.9
"Invader",0.3956425,106,3
"Mutant",0.313562,2344,3
"Invader",0.3711755,68,3.1
"Mutant",0.306856,1002,3.1
"Invader",0.3805185,118,3.2
"Mutant",0.3119,1764,3.2
"Invader",0.38641,120,3.3
"Mutant",0.3121685,2216,3.3
"Invader",0.387038,125,3.4
"Mutant",0.317029,3168,3.4
"Invader",0.390809,129,3.5
"Mutant",0.316427,4010,3.5
"Invader",0.39034,103,3.6
"Mutant",0.318032,2693,3.6
"Invader",0.3880745,112,3.7
"Mutant",0.317551,3566,3.7
"Invader",0.399064,125,3.8
"Mutant",0.312711,3164,3.8
"Invader",0.437668,125,3.9
"Mutant",0.320101,4095,3.9
"Invader",0.43328,99,4
"Mutant",0.31657,2423,4
"Invader",0.412755,139,4.1
"Mutant",0.3211695,5144,4.1
"Invader",0.365466,61,4.2
"Mutant",0.3098295,1720,4.2
"Invader",0.396175,69,4.3
"Mutant",0.312592,2559,4.3
"Invader",0.398149,83,4.4
"Mutant",0.316905,3249,4.4
"Invader",0.4256095,62,4.5
"Mutant",0.319827,2742,4.5
"Invader",0.4384185,82,4.6
"Mutant",0.312125,2849,4.6
"Invader",0.401851,89,4.7
"Mutant",0.321242,4808,4.7
"Invader",0.400154,93,4.8
"Mutant",0.319028,5176,4.8
"Invader",0.396376,49,4.9
"Mutant",0.317274,2695,4.9
"Invader",0.395584,69,5
"Mutant",0.316256,3729,5
"Invader",0.316394,1337,0.1
"Mutant",0.318555,1001,0.1
"Invader",0.3083,460,0.2
"Mutant",0.307528,277,0.2
"Invader",0.322942,921,0.3
"Mutant",0.307558,936,0.3
"Invader",0.328302,672,0.4
"Mutant",0.309926,823,0.4
"Invader",0.335687,667,0.5
"Mutant",0.307504,1203,0.5
"Invader",0.316789,289,0.6
"Mutant",0.3032785,304,0.6
"Invader",0.3281985,150,0.7
"Mutant",0.30645,255,0.7
"Invader",0.3358835,368,0.8
"Mutant",0.3064105,966,0.8
"Invader",0.330868,222,0.9
"Mutant",0.3042955,574,0.9
"Invader",0.3390405,336,1
"Mutant",0.305814,871,1
"Invader",0.3443775,162,1.1
"Mutant",0.30456,482,1.1
"Invader",0.359667,369,1.2
"Mutant",0.311439,1730,1.2
"Invader",0.344739,96,1.3
"Mutant",0.3106425,394,1.3
"Invader",0.3492675,242,1.4
"Mutant",0.305393,939,1.4
"Invader",0.339663,100,1.5
"Mutant",0.308924,667,1.5
"Invader",0.361059,326,1.6
"Mutant",0.3102275,1740,1.6
"Invader",0.3676655,178,1.7
"Mutant",0.309315,1289,1.7
"Invader",0.369303,195,1.8
"Mutant",0.307685,1517,1.8
"Invader",0.348782,146,1.9
"Mutant",0.311934,1176,1.9
"Invader",0.380141,217,2
"Mutant",0.3105925,1896,2
"Invader",0.358602,119,2.1
"Mutant",0.308244,1167,2.1
"Invader",0.3638835,210,2.2
"Mutant",0.312759,1885,2.2
"Invader",0.361435,157,2.3
"Mutant",0.310974,1457,2.3
"Invader",0.375625,154,2.4
"Mutant",0.309491,1723,2.4
"Invader",0.3378045,58,2.5
"Mutant",0.3072225,680,2.5
"Invader",0.378973,87,2.6
"Mutant",0.312129,1087,2.6
"Invader",0.355314,69,2.7
"Mutant",0.306632,767,2.7
"Invader",0.358704,67,2.8
"Mutant",0.308185,1073,2.8
"Invader",0.38075,119,2.9
"Mutant",0.311024,1921,2.9
"Invader",0.403396,87,3
"Mutant",0.318185,1749,3
"Invader",0.369844,79,3.1
"Mutant",0.313913,1962,3.1
"Invader",0.383028,135,3.2
"Mutant",0.314455,2945,3.2
"Invader",0.3632365,66,3.3
"Mutant",0.31412,1855,3.3
"Invader",0.3967645,74,3.4
"Mutant",0.309159,1635,3.4
"Invader",0.4097455,114,3.5
"Mutant",0.315231,2883,3.5
"Invader",0.372115,40,3.6
"Mutant",0.314375,1161,3.6
"Invader",0.399292,81,3.7
"Mutant",0.313294,2313,3.7
"Invader",0.411618,126,3.8
"Mutant",0.314522,3505,3.8
"Invader",0.415695,141,3.9
"Mutant",0.318852,5026,3.9
"Invader",0.37633,25,4
"Mutant",0.3139215,770,4
"Invader",0.365455,29,4.1
"Mutant",0.311734,995,4.1
"Invader",0.419317,118,4.2
"Mutant",0.3209415,4290,4.2
"Invader",0.392292,115,4.3
"Mutant",0.3205285,4238,4.3
"Invader",0.3675345,28,4.4
"Mutant",0.308726,710,4.4
"Invader",0.429671,96,4.5
"Mutant",0.323947,4767,4.5
"Invader",0.377305,35,4.6
"Mutant",0.325894,1981,4.6
"Invader",0.397727,47,4.7
"Mutant",0.3234225,3246,4.7
"Invader",0.393471,65,4.8
"Mutant",0.315107,3499,4.8
"Invader",0.43065,97,4.9
"Mutant",0.323942,5861,4.9
"Invader",0.41562,78,5
"Mutant",0.319163,4404,5
"Invader",0.317244,1125,0.1
"Mutant",0.3125315,750,0.1
"Invader",0.316712,766,0.2
"Mutant",0.3069075,532,0.2
"Invader",0.311606,243,0.3
"Mutant",0.302157,149,0.3
"Invader",0.316244,317,0.4
"Mutant",0.303393,312,0.4
"Invader",0.324248,406,0.5
"Mutant",0.304698,447,0.5
"Invader",0.3234635,156,0.6
"Mutant",0.3066065,298,0.6
"Invader",0.318882,183,0.7
"Mutant",0.305888,331,0.7
"Invader",0.321081,153,0.8
"Mutant",0.304334,403,0.8
"Invader",0.33022,126,0.9
"Mutant",0.3038405,310,0.9
"Invader",0.331624,285,1
"Mutant",0.304185,622,1
"Invader",0.333168,177,1.1
"Mutant",0.305359,535,1.1
"Invader",0.3214045,126,1.2
"Mutant",0.304349,386,1.2
"Invader",0.343748,192,1.3
"Mutant",0.3075,837,1.3
"Invader",0.3592855,286,1.4
"Mutant",0.309312,1377,1.4
"Invader",0.36586,321,1.5
"Mutant",0.307985,1735,1.5
"Invader",0.349303,159,1.6
"Mutant",0.306052,823,1.6
"Invader",0.375733,373,1.7
"Mutant",0.310335,2197,1.7
"Invader",0.338999,115,1.8
"Mutant",0.306078,696,1.8
"Invader",0.358791,161,1.9
"Mutant",0.308779,1257,1.9
"Invader",0.339629,70,2
"Mutant",0.3074495,580,2
"Invader",0.391151,245,2.1
"Mutant",0.311939,2223,2.1
"Invader",0.352829,151,2.2
"Mutant",0.307956,1294,2.2
"Invader",0.3317435,30,2.3
"Mutant",0.307286,435,2.3
"Invader",0.371623,146,2.4
"Mutant",0.31279,1539,2.4
"Invader",0.365994,166,2.5
"Mutant",0.315155,2515,2.5
"Invader",0.379084,175,2.6
"Mutant",0.316041,2259,2.6
"Invader",0.3807185,120,2.7
"Mutant",0.31006,1723,2.7
"Invader",0.396039,152,2.8
"Mutant",0.315521,2123,2.8
"Invader",0.384531,189,2.9
"Mutant",0.3141945,3322,2.9
"Invader",0.396716,63,3
"Mutant",0.3200435,1462,3
"Invader",0.384319,92,3.1
"Mutant",0.318488,2545,3.1
"Invader",0.3947745,94,3.2
"Mutant",0.3139875,2010,3.2
"Invader",0.385211,37,3.3
"Mutant",0.305858,515,3.3
"Invader",0.3858615,24,3.4
"Mutant",0.304807,473,3.4
"Invader",0.40603,110,3.5
"Mutant",0.313602,2801,3.5
"Invader",0.436179,151,3.6
"Mutant",0.318825,5383,3.6
"Invader",0.397853,49,3.7
"Mutant",0.313865,2111,3.7
"Invader",0.394879,54,3.8
"Mutant",0.31494,1939,3.8
"Invader",0.4003635,46,3.9
"Mutant",0.314686,1598,3.9
"Invader",0.414797,73,4
"Mutant",0.319618,3347,4
"Invader",0.427874,96,4.1
"Mutant",0.31582,3884,4.1
"Invader",0.392598,61,4.2
"Mutant",0.311125,2178,4.2
"Invader",0.4533025,86,4.3
"Mutant",0.319104,3875,4.3
"Invader",0.412319,64,4.4
"Mutant",0.317966,3325,4.4
"Invader",0.438227,89,4.5
"Mutant",0.3242205,4486,4.5
"Invader",0.4255455,94,4.6
"Mutant",0.320976,4631,4.6
"Invader",0.408288,51,4.7
"Mutant",0.3161475,2662,4.7
"Invader",0.43182,46,4.8
"Mutant",0.3117865,2262,4.8
"Invader",0.430362,27,4.9
"Mutant",0.31172,1267,4.9
"Invader",0.4364715,82,5
"Mutant",0.3168585,4360,5
"Invader",0.324186,2113,0.1
"Mutant",0.320411,2085,0.1
"Invader",0.313691,654,0.2
"Mutant",0.307836,415,0.2
"Invader",0.315615,590,0.3
"Mutant",0.3041995,480,0.3
"Invader",0.318637,398,0.4
"Mutant",0.312313,643,0.4
"Invader",0.3299,669,0.5
"Mutant",0.305179,857,0.5
"Invader",0.332353,580,0.6
"Mutant",0.3069895,1042,0.6
"Invader",0.321237,143,0.7
"Mutant",0.30347,224,0.7
"Invader",0.327742,285,0.8
"Mutant",0.306421,675,0.8
"Invader",0.33186,243,0.9
"Mutant",0.304374,609,0.9
"Invader",0.3282415,210,1
"Mutant",0.303793,530,1
"Invader",0.355349,307,1.1
"Mutant",0.309651,1236,1.1
"Invader",0.3407375,176,1.2
"Mutant",0.304637,531,1.2
"Invader",0.3590565,322,1.3
"Mutant",0.308755,1421,1.3
"Invader",0.3484725,190,1.4
"Mutant",0.307139,877,1.4
"Invader",0.363038,217,1.5
"Mutant",0.310681,1357,1.5
"Invader",0.3458595,84,1.6
"Mutant",0.308245,585,1.6
"Invader",0.3477055,176,1.7
"Mutant",0.307408,769,1.7
"Invader",0.350907,129,1.8
"Mutant",0.3083395,784,1.8
"Invader",0.374603,283,1.9
"Mutant",0.311359,2389,1.9
"Invader",0.366429,89,2
"Mutant",0.305204,603,2
"Invader",0.352821,118,2.1
"Mutant",0.3082245,926,2.1
"Invader",0.37216,190,2.2
"Mutant",0.312598,1941,2.2
"Invader",0.368871,145,2.3
"Mutant",0.3126735,1622,2.3
"Invader",0.3734435,76,2.4
"Mutant",0.307162,885,2.4
"Invader",0.3814815,146,2.5
"Mutant",0.314197,2004,2.5
"Invader",0.337581,50,2.6
"Mutant",0.3094555,586,2.6
"Invader",0.388856,149,2.7
"Mutant",0.313058,1873,2.7
"Invader",0.372586,147,2.8
"Mutant",0.312257,2088,2.8
"Invader",0.3680895,94,2.9
"Mutant",0.3124105,1704,2.9
"Invader",0.400392,125,3
"Mutant",0.309255,1313,3
"Invader",0.3880455,84,3.1
"Mutant",0.3108005,1572,3.1
"Invader",0.390538,133,3.2
"Mutant",0.319387,2824,3.2
"Invader",0.390233,193,3.3
"Mutant",0.321667,4991,3.3
"Invader",0.4276955,200,3.4
"Mutant",0.323803,7099,3.4
"Invader",0.383998,88,3.5
"Mutant",0.313114,2042,3.5
"Invader",0.403442,69,3.6
"Mutant",0.312915,1263,3.6
"Invader",0.3816655,96,3.7
"Mutant",0.314025,2405,3.7
"Invader",0.376231,63,3.8
"Mutant",0.308228,974,3.8
"Invader",0.394219,100,3.9
"Mutant",0.313586,3193,3.9
"Invader",0.391375,64,4
"Mutant",0.31875,1943,4
"Invader",0.405113,87,4.1
"Mutant",0.3166005,3192,4.1
"Invader",0.382383,69,4.2
"Mutant",0.3114845,2342,4.2
"Invader",0.3687175,32,4.3
"Mutant",0.306205,821,4.3
"Invader",0.374493,67,4.4
"Mutant",0.314862,2159,4.4
"Invader",0.40163,71,4.5
"Mutant",0.32034,3808,4.5
"Invader",0.429507,107,4.6
"Mutant",0.318883,4409,4.6
"Invader",0.406325,67,4.7
"Mutant",0.315438,2872,4.7
"Invader",0.451986,101,4.8
"Mutant",0.3216825,6028,4.8
"Invader",0.388206,26,4.9
"Mutant",0.311571,1155,4.9
"Invader",0.3641705,48,5
"Mutant",0.308854,1626,5
"Invader",0.307441,1161,0.1
"Mutant",0.307644,508,0.1
"Invader",0.310165,612,0.2
"Mutant",0.303914,304,0.2
"Invader",0.323138,405,0.3
"Mutant",0.3066715,452,0.3
"Invader",0.317394,456,0.4
"Mutant",0.306533,541,0.4
"Invader",0.3259165,336,0.5
"Mutant",0.304873,484,0.5
"Invader",0.321631,369,0.6
"Mutant",0.304301,497,0.6
"Invader",0.34253,527,0.7
"Mutant",0.307099,1029,0.7
"Invader",0.3252545,180,0.8
"Mutant",0.3055265,348,0.8
"Invader",0.343079,236,0.9
"Mutant",0.308473,783,0.9
"Invader",0.34008,237,1
"Mutant",0.306913,833,1
"Invader",0.349895,240,1.1
"Mutant",0.30921,913,1.1
"Invader",0.331865,109,1.2
"Mutant",0.3062985,380,1.2
"Invader",0.325912,129,1.3
"Mutant",0.303429,461,1.3
"Invader",0.3513385,286,1.4
"Mutant",0.308098,1195,1.4
"Invader",0.347129,161,1.5
"Mutant",0.307316,779,1.5
"Invader",0.351536,195,1.6
"Mutant",0.309674,1247,1.6
"Invader",0.36175,233,1.7
"Mutant",0.306806,1275,1.7
"Invader",0.352106,135,1.8
"Mutant",0.308616,581,1.8
"Invader",0.368752,246,1.9
"Mutant",0.3096075,1882,1.9
"Invader",0.361493,169,2
"Mutant",0.3067665,1132,2
"Invader",0.358423,96,2.1
"Mutant",0.312218,1045,2.1
"Invader",0.3951415,370,2.2
"Mutant",0.315941,4301,2.2
"Invader",0.3736245,196,2.3
"Mutant",0.31132,2285,2.3
"Invader",0.339232,79,2.4
"Mutant",0.305284,658,2.4
"Invader",0.354969,89,2.5
"Mutant",0.308887,861,2.5
"Invader",0.378186,154,2.6
"Mutant",0.3198365,2388,2.6
"Invader",0.358327,89,2.7
"Mutant",0.314765,1315,2.7
"Invader",0.349241,78,2.8
"Mutant",0.308621,999,2.8
"Invader",0.376931,137,2.9
"Mutant",0.3101315,1630,2.9
"Invader",0.346502,74,3
"Mutant",0.311323,1415,3
"Invader",0.389473,159,3.1
"Mutant",0.31591,3194,3.1
"Invader",0.4163635,106,3.2
"Mutant",0.317615,2153,3.2
"Invader",0.3789185,88,3.3
"Mutant",0.316802,1929,3.3
"Invader",0.376337,106,3.4
"Mutant",0.30748,1302,3.4
"Invader",0.38068,38,3.5
"Mutant",0.318943,831,3.5
"Invader",0.378312,97,3.6
"Mutant",0.319034,2951,3.6
"Invader",0.416707,79,3.7
"Mutant",0.319088,2437,3.7
"Invader",0.425208,192,3.8
"Mutant",0.3229995,7902,3.8
"Invader",0.396517,125,3.9
"Mutant",0.3173265,4128,3.9
"Invader",0.422101,123,4
"Mutant",0.320392,3915,4
"Invader",0.384253,61,4.1
"Mutant",0.313062,2049,4.1
"Invader",0.409408,71,4.2
"Mutant",0.313655,2497,4.2
"Invader",0.383485,66,4.3
"Mutant",0.315599,2524,4.3
"Invader",0.398257,75,4.4
"Mutant",0.319672,3769,4.4
"Invader",0.3938135,108,4.5
"Mutant",0.318827,4624,4.5
"Invader",0.408669,93,4.6
"Mutant",0.3173315,4024,4.6
"Invader",0.401129,57,4.7
"Mutant",0.316904,2372,4.7
"Invader",0.414216,75,4.8
"Mutant",0.321015,4218,4.8
"Invader",0.372199,39,4.9
"Mutant",0.316374,1664,4.9
"Invader",0.444143,111,5
"Mutant",0.32207,7104,5
"Invader",0.3182735,1648,0.1
"Mutant",0.308449,887,0.1
"Invader",0.309429,468,0.2
"Mutant",0.303574,251,0.2
"Invader",0.313277,383,0.3
"Mutant",0.304251,268,0.3
"Invader",0.317909,401,0.4
"Mutant",0.303923,427,0.4
"Invader",0.3267755,382,0.5
"Mutant",0.306791,583,0.5
"Invader",0.319446,242,0.6
"Mutant",0.307496,443,0.6
"Invader",0.327828,281,0.7
"Mutant",0.3061525,642,0.7
"Invader",0.324832,127,0.8
"Mutant",0.305734,368,0.8
"Invader",0.330172,292,0.9
"Mutant",0.3042105,568,0.9
"Invader",0.3346945,152,1
"Mutant",0.305759,490,1
"Invader",0.3411555,314,1.1
"Mutant",0.306977,1091,1.1
"Invader",0.342073,317,1.2
"Mutant",0.305158,944,1.2
"Invader",0.333582,177,1.3
"Mutant",0.306331,673,1.3
"Invader",0.345736,209,1.4
"Mutant",0.308688,1084,1.4
"Invader",0.33677,123,1.5
"Mutant",0.304217,459,1.5
"Invader",0.354251,330,1.6
"Mutant",0.313278,2203,1.6
"Invader",0.34718,259,1.7
"Mutant",0.310118,1389,1.7
"Invader",0.346407,105,1.8
"Mutant",0.307467,801,1.8
"Invader",0.334514,64,1.9
"Mutant",0.3055615,420,1.9
"Invader",0.356079,157,2
"Mutant",0.3096025,1018,2
"Invader",0.384905,251,2.1
"Mutant",0.3162315,2710,2.1
"Invader",0.357944,111,2.2
"Mutant",0.307369,1063,2.2
"Invader",0.347048,61,2.3
"Mutant",0.306352,584,2.3
"Invader",0.379238,141,2.4
"Mutant",0.308733,1402,2.4
"Invader",0.363853,158,2.5
"Mutant",0.311159,2013,2.5
"Invader",0.372189,123,2.6
"Mutant",0.309531,1340,2.6
"Invader",0.381842,222,2.7
"Mutant",0.315795,3490,2.7
"Invader",0.398341,160,2.8
"Mutant",0.314121,2396,2.8
"Invader",0.3424715,30,2.9
"Mutant",0.30958,601,2.9
"Invader",0.4123835,130,3
"Mutant",0.3228445,2408,3
"Invader",0.404218,158,3.1
"Mutant",0.317292,3649,3.1
"Invader",0.374899,117,3.2
"Mutant",0.31704,2385,3.2
"Invader",0.388916,122,3.3
"Mutant",0.314115,2186,3.3
"Invader",0.407111,142,3.4
"Mutant",0.318344,4086,3.4
"Invader",0.41381,163,3.5
"Mutant",0.3189395,4458,3.5
"Invader",0.3800755,112,3.6
"Mutant",0.320463,3111,3.6
"Invader",0.3270245,36,3.7
"Mutant",0.307962,826,3.7
"Invader",0.427169,122,3.8
"Mutant",0.317534,4384,3.8
"Invader",0.465405,117,3.9
"Mutant",0.323406,4105,3.9
"Invader",0.367949,75,4
"Mutant",0.316714,2766,4
"Invader",0.381596,73,4.1
"Mutant",0.314374,2115,4.1
"Invader",0.441067,108,4.2
"Mutant",0.3178,3027,4.2
"Invader",0.41547,117,4.3
"Mutant",0.3182735,4616,4.3
"Invader",0.357517,21,4.4
"Mutant",0.304974,565,4.4
"Invader",0.4226355,78,4.5
"Mutant",0.316667,3001,4.5
"Invader",0.462109,77,4.6
"Mutant",0.317572,3689,4.6
"Invader",0.4578495,80,4.7
"Mutant",0.321555,3537,4.7
"Invader",0.418024,57,4.8
"Mutant",0.314439,3367,4.8
"Invader",0.4156595,34,4.9
"Mutant",0.311371,1346,4.9
"Invader",0.405491,28,5
"Mutant",0.313002,1851,5
"Invader",0.314814,1565,0.1
"Mutant",0.3147255,1020,0.1
"Invader",0.3116975,642,0.2
"Mutant",0.3062455,346,0.2
"Invader",0.326627,801,0.3
"Mutant",0.304636,687,0.3
"Invader",0.318018,352,0.4
"Mutant",0.304646,358,0.4
"Invader",0.32592,329,0.5
"Mutant",0.307286,531,0.5
"Invader",0.323291,514,0.6
"Mutant",0.3031985,600,0.6
"Invader",0.3317375,234,0.7
"Mutant",0.303729,373,0.7
"Invader",0.321602,246,0.8
"Mutant",0.305199,446,0.8
"Invader",0.327154,173,0.9
"Mutant",0.3056185,410,0.9
"Invader",0.341018,333,1
"Mutant",0.306136,824,1
"Invader",0.346581,291,1.1
"Mutant",0.30598,947,1.1
"Invader",0.346513,145,1.2
"Mutant",0.307347,571,1.2
"Invader",0.34289,275,1.3
"Mutant",0.3065235,1002,1.3
"Invader",0.3656355,300,1.4
"Mutant",0.314767,1902,1.4
"Invader",0.343802,145,1.5
"Mutant",0.3051925,604,1.5
"Invader",0.3578085,258,1.6
"Mutant",0.311008,1463,1.6
"Invader",0.371939,393,1.7
"Mutant",0.313853,3159,1.7
"Invader",0.3837145,436,1.8
"Mutant",0.313761,3269,1.8
"Invader",0.36327,187,1.9
"Mutant",0.310265,1486,1.9
"Invader",0.367175,182,2
"Mutant",0.3121155,1682,2
"Invader",0.3678275,198,2.1
"Mutant",0.3139295,2280,2.1
"Invader",0.36935,169,2.2
"Mutant",0.314039,1929,2.2
"Invader",0.352279,86,2.3
"Mutant",0.31542,943,2.3
"Invader",0.366784,65,2.4
"Mutant",0.3097795,812,2.4
"Invader",0.350925,139,2.5
"Mutant",0.308236,1527,2.5
"Invader",0.34578,71,2.6
"Mutant",0.305357,747,2.6
"Invader",0.3828515,234,2.7
"Mutant",0.313543,3107,2.7
"Invader",0.370687,165,2.8
"Mutant",0.315022,2942,2.8
"Invader",0.379684,168,2.9
"Mutant",0.314753,3037,2.9
"Invader",0.359834,105,3
"Mutant",0.312854,1598,3
"Invader",0.4028815,180,3.1
"Mutant",0.3202405,4188,3.1
"Invader",0.3911535,156,3.2
"Mutant",0.314472,2929,3.2
"Invader",0.39556,129,3.3
"Mutant",0.314699,2855,3.3
"Invader",0.341913,55,3.4
"Mutant",0.308492,828,3.4
"Invader",0.381958,89,3.5
"Mutant",0.318263,1993,3.5
"Invader",0.376715,77,3.6
"Mutant",0.309644,1908,3.6
"Invader",0.378998,88,3.7
"Mutant",0.3138765,2902,3.7
"Invader",0.391764,118,3.8
"Mutant",0.316715,3976,3.8
"Invader",0.3629785,78,3.9
"Mutant",0.3179575,2294,3.9
"Invader",0.3966055,84,4
"Mutant",0.31755,3240,4
"Invader",0.378087,53,4.1
"Mutant",0.311167,1526,4.1
"Invader",0.402469,97,4.2
"Mutant",0.315342,3667,4.2
"Invader",0.390742,63,4.3
"Mutant",0.324587,2917,4.3
"Invader",0.4002585,66,4.4
"Mutant",0.313373,2025,4.4
"Invader",0.433973,120,4.5
"Mutant",0.3234785,6238,4.5
"Invader",0.4559675,122,4.6
"Mutant",0.323285,5979,4.6
"Invader",0.4283755,98,4.7
"Mutant",0.319005,4952,4.7
"Invader",0.425073,73,4.8
"Mutant",0.318283,3839,4.8
"Invader",0.39679,77,4.9
"Mutant",0.318178,3737,4.9
"Invader",0.441705,91,5
"Mutant",0.319065,4763,5
"Invader",0.3132725,1640,0.1
"Mutant",0.307707,684,0.1
"Invader",0.310704,469,0.2
"Mutant",0.30491,234,0.2
"Invader",0.3136825,348,0.3
"Mutant",0.308542,378,0.3
"Invader",0.32187,589,0.4
"Mutant",0.305895,625,0.4
"Invader",0.32258,417,0.5
"Mutant",0.308081,477,0.5
"Invader",0.3289065,448,0.6
"Mutant",0.307945,743,0.6
"Invader",0.330274,268,0.7
"Mutant",0.3108835,748,0.7
"Invader",0.323503,218,0.8
"Mutant",0.303631,436,0.8
"Invader",0.3177005,122,0.9
"Mutant",0.303702,291,0.9
"Invader",0.3295175,306,1
"Mutant",0.305683,958,1
"Invader",0.340669,311,1.1
"Mutant",0.307225,1076,1.1
"Invader",0.351767,356,1.2
"Mutant",0.310957,1595,1.2
"Invader",0.351964,314,1.3
"Mutant",0.30913,1124,1.3
"Invader",0.334153,205,1.4
"Mutant",0.304325,661,1.4
"Invader",0.3455635,156,1.5
"Mutant",0.3116495,1014,1.5
"Invader",0.341763,188,1.6
"Mutant",0.3080215,910,1.6
"Invader",0.3406605,84,1.7
"Mutant",0.306125,497,1.7
"Invader",0.3517405,172,1.8
"Mutant",0.306181,798,1.8
"Invader",0.374754,306,1.9
"Mutant",0.312986,2609,1.9
"Invader",0.377209,192,2
"Mutant",0.318485,2154,2
"Invader",0.3417005,60,2.1
"Mutant",0.309096,547,2.1
"Invader",0.362568,188,2.2
"Mutant",0.309236,1932,2.2
"Invader",0.358988,193,2.3
"Mutant",0.3124325,2028,2.3
"Invader",0.395218,174,2.4
"Mutant",0.3155395,2590,2.4
"Invader",0.364773,103,2.5
"Mutant",0.3095195,894,2.5
"Invader",0.3511925,74,2.6
"Mutant",0.3095785,872,2.6
"Invader",0.3789645,138,2.7
"Mutant",0.319404,2916,2.7
"Invader",0.360978,116,2.8
"Mutant",0.310955,1788,2.8
"Invader",0.383864,133,2.9
"Mutant",0.312916,1981,2.9
"Invader",0.336821,55,3
"Mutant",0.30874,763,3
"Invader",0.36389,39,3.1
"Mutant",0.3104525,728,3.1
"Invader",0.35248,51,3.2
"Mutant",0.316596,1483,3.2
"Invader",0.368792,102,3.3
"Mutant",0.3135115,2516,3.3
"Invader",0.401651,120,3.4
"Mutant",0.3171295,2712,3.4
"Invader",0.368861,57,3.5
"Mutant",0.309595,1419,3.5
"Invader",0.3798115,38,3.6
"Mutant",0.309856,974,3.6
"Invader",0.3731625,72,3.7
"Mutant",0.311413,1643,3.7
"Invader",0.353487,47,3.8
"Mutant",0.31078,1239,3.8
"Invader",0.4032355,112,3.9
"Mutant",0.3198285,4032,3.9
"Invader",0.405573,107,4
"Mutant",0.319874,4137,4
"Invader",0.379698,59,4.1
"Mutant",0.31345,1521,4.1
"Invader",0.405619,97,4.2
"Mutant",0.318173,3780,4.2
"Invader",0.394709,69,4.3
"Mutant",0.313313,2258,4.3
"Invader",0.408291,113,4.4
"Mutant",0.323226,5356,4.4
"Invader",0.3929385,64,4.5
"Mutant",0.312178,2027,4.5
"Invader",0.4244485,126,4.6
"Mutant",0.31948,5449,4.6
"Invader",0.440883,95,4.7
"Mutant",0.322058,4098,4.7
"Invader",0.370816,53,4.8
"Mutant",0.310108,1580,4.8
"Invader",0.418047,46,4.9
"Mutant",0.313015,1537,4.9
"Invader",0.399813,71,5
"Mutant",0.314465,2842,5
"Invader",0.313921,1739,0.1
"Mutant",0.308762,796,0.1
"Invader",0.314049,572,0.2
"Mutant",0.310368,431,0.2
"Invader",0.308127,222,0.3
"Mutant",0.302222,156,0.3
"Invader",0.317736,459,0.4
"Mutant",0.304364,387,0.4
"Invader",0.3211455,324,0.5
"Mutant",0.3026095,348,0.5
"Invader",0.327663,467,0.6
"Mutant",0.304565,682,0.6
"Invader",0.319325,242,0.7
"Mutant",0.302808,401,0.7
"Invader",0.32483,231,0.8
"Mutant",0.3054135,518,0.8
"Invader",0.324578,203,0.9
"Mutant",0.304742,343,0.9
"Invader",0.335705,281,1
"Mutant",0.30559,756,1
"Invader",0.3326615,202,1.1
"Mutant",0.303974,487,1.1
"Invader",0.342994,209,1.2
"Mutant",0.3081845,848,1.2
"Invader",0.353385,162,1.3
"Mutant",0.307871,851,1.3
"Invader",0.370748,216,1.4
"Mutant",0.3088675,1046,1.4
"Invader",0.337215,153,1.5
"Mutant",0.306073,749,1.5
"Invader",0.319325,61,1.6
"Mutant",0.3095725,392,1.6
"Invader",0.342034,217,1.7
"Mutant",0.3088755,1168,1.7
"Invader",0.348915,189,1.8
"Mutant",0.308594,1278,1.8
"Invader",0.36522,235,1.9
"Mutant",0.310004,1824,1.9
"Invader",0.333752,65,2
"Mutant",0.307021,440,2
"Invader",0.3527685,116,2.1
"Mutant",0.306937,842,2.1
"Invader",0.392521,263,2.2
"Mutant",0.3147565,3132,2.2
"Invader",0.360999,84,2.3
"Mutant",0.309359,1039,2.3
"Invader",0.376007,185,2.4
"Mutant",0.3134845,2366,2.4
"Invader",0.377578,119,2.5
"Mutant",0.31315,1534,2.5
"Invader",0.377451,156,2.6
"Mutant",0.310548,1853,2.6
"Invader",0.388027,134,2.7
