"typeEXT","N","lifespan","sd","se","ci","z"
"Specialists",451,510333.259423503,1085908.15005599,51133.4177302485,100489.932051201,4.1
"Generalists",839,22708.7008343266,49321.1925200893,1702.75666265307,3342.16887161536,4.2
"Specialists",2116,66049.1493383743,152798.826453956,3321.71361856427,6514.16692715627,4.2
"Generalists",218,57477.9816513761,153373.938003105,10387.7938379223,20473.8877134325,4.3
"Specialists",1166,141057.461406518,287430.180736743,8417.49937394866,16515.1535535276,4.3
"Generalists",562,23861.9217081851,62732.4736746564,2646.20968891156,5197.68934394774,4.4
"Specialists",1707,99265.963678969,329880.690528977,7984.36044445733,15660.1692772797,4.4
"Generalists",439,38251.4806378132,116183.462389164,5545.13411697578,10898.378157108,4.5
"Specialists",1621,98655.4595928439,245330.363161598,6093.40148815649,11951.7769807541,4.5
"Generalists",455,39887.4725274725,95702.643349274,4486.60912220676,8817.09758410645,4.6
"Specialists",1578,95611.1533586819,192455.764451413,4844.81752241105,9502.9613859752,4.6
"Generalists",577,23639.6880415945,82144.9214923591,3419.73782706628,6716.67639660478,4.7
"Specialists",1727,104720.382165605,322949.731515703,7771.2120410643,15241.9840930431,4.7
"Generalists",271,21636.1623616236,112844.345525462,6854.80581735293,13495.6664400101,4.8
"Specialists",955,251632.565445026,939129.023480486,30389.501541154,59637.9911449307,4.8
"Generalists",627,23430.4625199362,61193.2048495075,2443.82120315144,4799.08020313276,4.9
"Specialists",1960,74771.5306122449,225807.969561783,5100.48212595149,10002.9415050126,4.9
"Generalists",438,29325.1141552511,67560.9030059212,3228.18481551791,6344.69810990118,5
"Specialists",1591,105176.555625393,260748.776676068,6537.131025749,12822.3020386637,5
"Generalists",206,5475.2427184466,7155.58241493297,498.553050496834,982.948938928554,0.1
"Specialists",952,505276.470588235,1411137.69756383,45735.2355002851,89753.6439019285,0.1
"Generalists",350,9600.28571428571,12711.3524572915,679.450368824457,1336.33249236302,0.2
"Specialists",889,449554.443194601,1621513.02560688,54383.8013934998,106735.771985994,0.2
"Generalists",341,7593.84164222874,10561.7925544428,571.953133559488,1125.0122152165,0.3
"Specialists",906,387249.889624724,1232891.41341206,40960.0736687635,80387.7788941597,0.3
"Generalists",96,20692.7083333333,21179.3208220296,2161.60537969482,4291.32924922202,0.4
"Specialists",614,582188.110749186,1432458.55187637,57809.3224062909,113528.343171437,0.4
"Generalists",95,8532.63157894737,17419.6846473719,1787.22193483537,3548.57104743382,0.5
"Specialists",362,1009206.90607735,2308265.55260978,121319.743982641,238582.202135157,0.5
"Generalists",45,33457.7777777778,45921.5362869046,6845.57845124946,13796.3568389591,0.6
"Specialists",376,841125.79787234,1816064.37913767,93656.3692608189,184157.470501411,0.6
"Generalists",36,16700,19206.3531155709,3201.05885259515,6498.49495544936,0.7
"Specialists",331,1092240.48338369,2151844.65418628,118276.078998643,232670.180339575,0.7
"Generalists",80,57530,94732.9135590815,10591.4617212359,21081.7772096783,0.8
"Specialists",624,394288.782051282,792543.023528451,31727.1127921781,62305.04056593,0.8
"Generalists",71,38707.0422535211,83745.3987204136,9938.75031595178,19822.2124747618,0.9
"Specialists",556,481331.834532374,910530.404147291,38615.0904467381,75849.5958491342,0.9
"Generalists",82,18536.5853658537,36320.3358070186,4010.91011071996,7980.45299191451,1
"Specialists",387,787261.240310078,2093882.58610662,106438.033608532,209270.878279161,1
"Generalists",143,29457.3426573427,69636.2546111512,5823.27615253947,11511.5163173,1.1
"Specialists",522,548322.030651341,1274011.16699235,55761.9539204058,109545.903336047,1.1
"Generalists",32,99843.75,130373.446082967,23046.9869529812,47004.6397895278,1.2
"Specialists",496,544795.564516129,1289555.19341716,57902.7374984714,113765.445286072,1.2
"Generalists",72,66919.4444444444,128328.942032058,15123.7108555606,30155.8229576599,1.3
"Specialists",525,533473.523809524,1409130.39665418,61499.4924450565,120815.846201686,1.3
"Generalists",222,27269.3693693694,55814.772518346,3746.04225460812,7382.53626278749,1.4
"Specialists",938,246589.019189765,617003.948186557,20145.8930424921,39536.2944539634,1.4
"Generalists",103,57525.2427184466,98800.8650022135,9735.13849946388,19309.6010551395,1.5
"Specialists",627,345436.044657097,853433.973318219,34082.8698973041,66930.6027704376,1.5
"Generalists",103,67578.640776699,136843.636007603,13483.6041088749,26744.6648182924,1.6
"Specialists",682,338912.903225806,657337.547159156,25170.7555868148,49421.6104224,1.6
"Generalists",211,48289.0995260663,130307.915282901,8970.76684295139,17684.2950919153,1.7
"Specialists",766,304719.712793734,858114.813282172,31004.9484969422,60864.8787061372,1.7
"Generalists",314,31042.3566878981,92499.4417849671,5220.04549194691,10270.8154503978,1.8
"Specialists",1106,181250.27124774,415121.200101467,12482.3785657922,24491.8391248335,1.8
"Generalists",107,30035.5140186916,55560.3008338033,5371.21701583919,10648.960147951,1.9
"Specialists",668,364535.02994012,1007993.45848784,39000.4378210161,76578.4113461376,1.9
"Generalists",53,73730.1886792453,127418.298989083,17502.2494065231,35120.8328529925,2
"Specialists",413,644392.736077482,1503503.76577013,73982.5837381595,145430.419767563,2
"Generalists",180,34015,76073.6268434555,5670.19336389731,11189.0233759104,2.1
"Specialists",1019,206598.233562316,646064.839800727,20238.9983254024,39714.9264236337,2.1
"Generalists",218,24133.0275229358,94243.3965759147,6382.96823412288,12580.5514571107,2.2
"Specialists",742,325219.541778976,788255.864927095,28937.7831666203,56809.8044730396,2.2
"Generalists",34,31970.5882352941,44692.2780219918,7664.66244756723,15593.872999361,2.3
"Specialists",392,683516.836734694,1320331.59454826,66686.8159942801,131109.593197425,2.3
"Generalists",74,70145.9459459459,143268.795357068,16654.6591659307,33192.6878503749,2.4
"Specialists",421,557626.840855107,1505672.83283579,73382.0037796513,144241.742201231,2.4
"Generalists",196,64138.7755102041,225519.517892106,16108.5369922933,31769.3219162083,2.5
"Specialists",891,226245.005611672,647450.846587986,21690.4194780839,42570.3335888345,2.5
"Generalists",153,90756.862745098,207480.06015947,16773.7686911176,33139.8329496189,2.6
"Specialists",975,199937.230769231,453092.550275909,14510.574715704,28475.5889583033,2.6
"Generalists",104,70353.8461538462,150339.468894211,14741.99779913,29237.2756573437,2.7
"Specialists",614,379604.723127036,1091229.68575543,44038.4460971099,86484.5255599372,2.7
"Generalists",514,40326.0700389105,97253.6667344591,4289.67534650343,8427.49206304962,2.8
"Specialists",1637,99073.7324373855,185245.654932718,4578.5049745241,8980.34871559816,2.8
"Generalists",254,37078.7401574803,96680.7795948634,6066.29164020799,11946.8625741961,2.9
"Specialists",914,224282.49452954,584498.324896773,19333.4862108955,37943.2368891608,2.9
"Generalists",583,31305.1457975986,83771.7273920326,3469.47045411561,6814.20788614676,3
"Specialists",1975,78693.0126582278,166768.178564587,3752.57719924976,7359.42857055932,3
"Generalists",335,44772.5373134328,151729.313097778,8289.85793823934,16306.9129240514,3.1
"Specialists",1012,190536.067193676,574677.092966617,18064.8196414037,35448.8341932443,3.1
"Generalists",692,23659.9710982659,131099.822448466,4983.66746442636,9784.94766192974,3.2
"Specialists",1811,97035.0082827167,412072.824385384,9683.10740806752,18991.2412613593,3.2
"Generalists",465,26104.5161290323,86193.6252607761,3997.13365999981,7854.72647867554,3.3
"Specialists",1364,143056.085043988,511013.399470471,13836.4635364418,27143.0732979689,3.3
"Generalists",386,42921.5025906736,106238.650627194,5407.4049418264,10631.741188126,3.4
"Specialists",1508,120692.639257294,330974.50661152,8523.02716528416,16718.253559079,3.4
"Generalists",652,28055.3680981595,89868.1192069106,3519.50717447881,6910.95600908796,3.5
"Specialists",2098,71000.7149666349,168378.521546915,3676.07150052743,7209.12873212267,3.5
"Generalists",670,23382.5373134328,70871.3787462258,2738.00023041956,5376.10806908394,3.6
"Specialists",1774,96804.114994363,320431.264753379,7607.78229361046,14921.1653328559,3.6
"Generalists",993,22013.192346425,67509.5529170557,2142.35090657649,4204.05999266025,3.7
"Specialists",2351,60155.9336452573,148927.433699752,3071.48494744608,6023.10204024044,3.7
"Generalists",546,19384.2490842491,77193.0110985613,3303.55590481407,6489.26172804549,3.8
"Specialists",1534,117707.170795306,280921.862583608,7172.53802676571,14069.0241157524,3.8
"Generalists",137,66645.9854014599,235949.854161043,20158.556473964,39864.7705949592,3.9
"Specialists",907,227172.326350606,548211.784251547,18203.0735253352,35725.0941170616,3.9
"Generalists",923,24905.3087757313,73852.9768879608,2430.90034442423,4770.73981914147,4
"Specialists",2059,66976.2991743565,164474.242112449,3624.68040951664,7108.42366959111,4
"Generalists",620,30669.3548387097,133819.138534188,5374.30593238705,10554.0823421391,4.1
"Specialists",2008,75663.9940239044,171175.739272188,3819.9735686819,7491.52849790392,4.1
"Generalists",740,29366.0810810811,125856.972318733,4626.59431705941,9082.83404961815,4.2
"Specialists",1935,84697.6744186047,265526.79628381,6036.2590681096,11838.2590910983,4.2
"Generalists",495,28357.3737373737,140361.684987471,6308.78858091078,12395.3673711547,4.3
"Specialists",1472,127812.77173913,416477.821121353,10855.2036048608,21293.3283881386,4.3
"Generalists",852,25554.6948356808,52178.533020126,1787.60708603767,3508.63566472604,4.4
"Specialists",2512,57623.1289808917,123335.274527341,2460.8066248121,4825.41831049063,4.4
"Generalists",230,56546.9565217391,158241.026330966,10434.1042852748,20559.1220555615,4.5
"Specialists",1189,146441.883936081,316633.449020902,9182.60418099834,18015.9282439926,4.5
"Generalists",185,53259.4594594595,231196.278436202,16997.8884479967,33535.8232540644,4.6
"Specialists",790,287371.898734177,878231.531739285,31246.0756693638,61335.2717809346,4.6
"Generalists",1024,18494.62890625,72850.3726427844,2276.57414508701,4467.28870696502,4.7
"Specialists",2183,72371.5071003207,204677.131841078,4380.68932731491,8590.75859414648,4.7
"Generalists",1058,17230.2457466919,45504.4798249592,1398.97940254761,2745.09257189679,4.8
"Specialists",2555,58163.9530332681,156091.175329327,3088.03986719819,6055.3165709374,4.8
"Generalists",771,24965.4993514916,70611.9007140095,2543.02548715767,4992.08522223588,4.9
"Specialists",2211,66624.920850294,138921.644109907,2954.44250750749,5793.7739922632,4.9
"Generalists",545,35698.7155963303,101693.143432295,4356.05566495915,8556.74968897725,5
"Specialists",2102,79146.146527117,215290.012015369,4695.77766863114,9208.86018813896,5
"Generalists",125,7777.6,9716.5212147213,869.072077637426,1720.13708316421,0.1
"Specialists",899,499877.753058954,1313647.61730244,43812.601008938,85987.0144997589,0.1
"Generalists",207,8971.49758454106,12417.5224292261,863.077471123556,1701.59751366686,0.2
"Specialists",872,457297.133027523,1691219.89407928,57271.9323211635,112407.124837127,0.2
"Generalists",61,11280.3278688525,9607.14698669921,1230.06912523369,2460.50459213194,0.3
"Specialists",388,1010976.54639175,2341883.30801584,118891.111799216,233753.333648112,0.3
"Generalists",123,13405.6910569106,20520.8662330066,1850.30419593743,3662.86196144103,0.4
"Specialists",539,659138.961038961,1775725.12176584,76485.89558059,150247.60667105,0.4
"Generalists",39,21171.7948717949,26987.3064578804,4321.42755927249,8748.27273075958,0.5
"Specialists",345,1043557.97101449,2265799.74296809,121986.557530206,239933.412649374,0.5
"Generalists",15,38373.3333333333,80696.7202968415,20835.8035868817,44688.3541652138,0.6
"Specialists",302,1188764.56953642,2420584.88368121,139289.00798478,274103.569879313,0.6
"Generalists",36,49313.8888888889,63269.63682877,10544.9394714617,21407.3652239343,0.7
"Specialists",416,700842.788461538,1468327.35035594,71990.6712673742,141511.82674141,0.7
"Generalists",52,49961.5384615385,64288.6662589249,8915.23394722098,17898.0789810096,0.8
"Specialists",485,582860,1241035.14155331,56352.5028957816,110725.761781252,0.8
"Generalists",82,59757.3170731707,113307.290069247,12512.6969577523,24896.3420064005,0.9
"Specialists",749,338161.815754339,630501.662615892,23038.0293531625,45226.8889448397,0.9
"Generalists",103,9954.36893203883,19636.0551562132,1934.79800530658,3837.66266980253,1
"Specialists",380,840361.052631579,1685932.43380483,86486.5090080998,170053.490517163,1
"Generalists",68,76310.2941176471,139953.440167927,16971.8475435566,33875.9494801827,1.1
"Specialists",685,355382.04379562,711127.761311635,27170.7951012697,53348.1786065421,1.1
"Generalists",88,53442.0454545455,107446.035341983,11453.7858522405,22765.6396154609,1.2
"Specialists",648,424671.141975309,1037068.7592549,40739.9084569921,79998.4041393637,1.2
"Generalists",209,35465.0717703349,63879.586054843,4418.64336199125,8711.06666746995,1.3
"Specialists",968,254091.52892562,649449.950107361,20874.11198919,40963.7797248105,1.3
"Generalists",62,62083.8709677419,136986.748424022,17397.334447194,34788.1202766539,1.4
"Specialists",406,673684.236453202,1484320.98475215,73665.6135864151,144814.713357589,1.4
"Generalists",26,233450,343642.885856815,67393.9146419707,138800.365426104,1.5
"Specialists",352,768735.227272727,1715469.82517667,91434.8489035251,179829.083196927,1.5
"Generalists",112,62787.5,112873.536126311,10665.5466496673,21134.4926870123,1.6
"Specialists",919,235788.248095756,553837.151168326,18269.4018684032,35854.6422337851,1.6
"Generalists",247,37944.9392712551,106761.478147105,6793.07018177745,13379.9990526145,1.7
"Specialists",975,230651.794871795,633846.645939818,20299.338641978,39835.4741021245,1.7
"Generalists",130,41033.0769230769,69309.1438741504,6078.81404461283,12027.0824664145,1.8
"Specialists",1054,215328.462998102,558839.55515055,17213.4068154555,33776.4808177835,1.8
"Generalists",164,21329.8780487805,106710.858791569,8332.71812592156,16453.9903710174,1.9
"Specialists",406,680633.743842365,1872529.20866484,92932.0642447249,182689.447492917,1.9
"Generalists",502,27168.1274900398,59925.1074514976,2674.58843803967,5254.79151178774,2
"Specialists",1654,114019.165659008,420844.781903259,10347.946961652,20296.4647112665,2
"Generalists",72,84434.7222222222,206234.16621064,24304.9295733162,48462.6531286688,2.1
"Specialists",454,518286.123348018,1391335.04929172,65298.5893383325,128325.739048523,2.1
"Generalists",494,18368.4210526316,77966.0932618537,3507.86037492252,6892.20031449167,2.2
"Specialists",1086,214607.918968692,647712.713107163,19654.7493011911,38565.6215559574,2.2
"Generalists",456,28981.1403508772,74534.9240039806,3490.4176144724,6859.33877696197,2.3
"Specialists",1631,108725.996321275,293278.553239125,7261.95117585229,14243.7393876751,2.3
"Generalists",81,76318.5185185185,146598.71001403,16288.7455571145,32415.6367113344,2.4
"Specialists",630,339132.222222222,775011.122660724,30877.1822118822,60634.8388555797,2.4
"Generalists",166,35486.7469879518,110527.035245965,8578.56165109184,16937.9035644763,2.5
"Specialists",548,513323.905109489,1627257.53592384,69512.9968446919,136545.09634498,2.5
"Generalists",309,52908.7378640777,102672.939732297,5840.85946851807,11493.0358397301,2.6
"Specialists",1376,127247.747093023,287971.965798461,7763.20391922343,15229.0054474415,2.6
"Generalists",787,15639.2630241423,35132.8981190704,1252.3525664748,2458.3514507957,2.7
"Specialists",1966,84009.0539165819,251096.657624405,5663.03407808538,11106.1837476559,2.7
"Generalists",148,58448.6486486486,138177.791163959,11358.144467723,22446.3434243592,2.8
"Specialists",809,250177.750309023,568326.83944631,19981.3075947332,39221.3944352943,2.8
"Generalists",275,44125.0909090909,150528.237243265,9077.19424162749,17869.9058434126,2.9
"Specialists",1292,141896.594427245,343822.100033926,9565.38669663412,18765.4064670087,2.9
"Generalists",618,25461.6504854369,120151.908718698,4833.21858508131,9491.55323411205,3
"Specialists",1442,149462.41331484,621014.032793384,16353.8038203382,32079.8114743473,3
"Generalists",668,29633.9820359281,89910.5042168456,3478.74185059268,6830.60343128141,3.1
"Specialists",2073,76002.7978774723,170553.804398702,3745.94813707671,7346.2147059272,3.1
"Generalists",643,30834.6811819596,69621.4861539377,2745.60339460018,5391.4479496175,3.2
"Specialists",1940,81229.2268041237,197983.80262675,4494.99068853019,8815.52263667208,3.2
"Generalists",310,40697.7419354839,94935.1338488422,5391.9532755279,10609.5894754563,3.3
"Specialists",1497,114319.839679359,314792.625548057,8136.0507645733,15959.2784259656,3.3
"Generalists",508,34590.7480314961,97622.2964003046,4331.28900874798,8509.48436508902,3.4
"Specialists",1783,91740.8300616938,208658.332908167,4941.51435868068,9691.7729123707,3.4
"Generalists",466,26271.6738197425,135332.274529158,6269.14655759385,12319.366505927,3.5
"Specialists",1561,115782.447149263,296871.168206366,7513.92005298142,14738.4477244757,3.5
"Generalists",51,74345.0980392157,227184.483020937,31812.1906974417,63896.6655012336,3.6
"Specialists",408,601339.460784314,1265878.52844694,62670.3257324335,123197.936594753,3.6
"Generalists",675,28297.6296296296,82988.0283115444,3194.21069901243,6271.80043425384,3.7
"Specialists",2121,83742.5271098538,266115.473024484,5778.29609756694,11331.7217630101,3.7
"Generalists",343,42908.7463556851,161302.21529824,8709.50097148859,17130.9321106567,3.8
"Specialists",1285,143941.789883268,377109.883427943,10520.0148014808,20638.3045435792,3.8
"Generalists",132,60130.303030303,128011.326991307,11141.9558692126,22041.4465028803,3.9
"Specialists",880,212860.568181818,498562.666178101,16806.5440483291,32985.6404965809,3.9
"Generalists",136,102229.411764706,303367.173965232,26013.5205568593,51446.738709105,4
"Specialists",877,217654.389965792,609301.286222371,20574.6425224944,40381.3517101406,4
"Generalists",293,40719.1126279863,149016.730385639,8705.65034333628,17133.7768026607,4.1
"Specialists",1119,173559.338695264,527439.868313783,15767.3210623254,30936.8735440986,4.1
"Generalists",584,10934.2465753425,43707.0183881056,1808.60928956241,3552.18348042485,4.2
"Specialists",1180,180689.06779661,635575.405603286,18502.3153889549,36301.1379834891,4.2
"Generalists",475,42348.4210526316,186008.323088109,8534.6471894582,16770.4226647136,4.3
"Specialists",1680,96827.2023809524,211129.89016775,5151.04188040807,10103.1396728872,4.3
"Generalists",488,37160.2459016393,94988.9708151993,4299.94866928254,8448.74167719691,4.4
"Specialists",1701,87605.2322163433,232831.474680765,5645.33257615237,11072.5318464554,4.4
"Generalists",739,27034.100135318,88068.7860988649,3239.66266577156,6360.05272138951,4.5
"Specialists",2141,67354.6473610462,160987.136460428,3479.22761603351,6823.01982254484,4.5
"Generalists",441,41191.156462585,98262.350548165,4679.15954991262,9196.28036204734,4.6
"Specialists",1513,102262.987442168,223090.933910784,5735.38343341967,11250.1506535062,4.6
"Generalists",511,34183.7573385519,161051.811387966,7124.51267964323,13997.005466995,4.7
"Specialists",1745,109245.042979943,453229.439156518,10849.7665990538,21279.9202138003,4.7
"Generalists",650,19672,55734.0560906928,2186.06953521629,4292.62290395373,4.8
"Specialists",2014,89218.4707050646,297643.793995054,6632.34483915208,13006.977695623,4.8
"Generalists",885,20130.2824858757,64514.2780193581,2168.62373195563,4256.25189359739,4.9
"Specialists",2418,61394.623655914,153620.463473222,3124.07119680917,6126.13479827566,4.9
"Generalists",338,34683.1360946746,122751.844600181,6676.82013230349,13133.4940518896,5
"Specialists",1097,162339.562443026,371704.817745983,11222.6359815045,22020.2799099001,5
"Generalists",583,7140.48027444254,8708.24397746193,360.658615115389,708.350975120931,0.1
"Specialists",2076,176389.161849711,539500.221774307,11840.7156806391,23220.9211056674,0.1
"Generalists",276,10754.347826087,16631.2154240817,1001.08152834064,1970.756997682,0.2
"Specialists",981,379648.827726809,1342848.6570139,42873.8580253945,84135.1278275678,0.2
"Generalists",143,13437.7622377622,15812.518682039,1322.30924059429,2613.95544378911,0.3
"Specialists",581,684409.466437177,2080693.27992724,86321.7027169639,169541.220172171,0.3
"Generalists",52,11898.0769230769,16715.3972741656,2318.00853699058,4653.59631831584,0.4
"Specialists",487,665540.041067762,1329013.16632834,60223.3351369602,118330.252036227,0.4
"Generalists",17,27770.5882352941,35374.8986695701,8579.67315942113,18188.0945962432,0.5
"Specialists",336,1066553.27380952,2367398.26539058,129152.16370547,254051.425399332,0.5
"Generalists",55,31296.3636363636,38618.106306241,5207.26439205171,10439.9365277437,0.6
"Specialists",646,458278.947368421,908238.825260811,35734.1786357635,70169.3740815764,0.6
"Generalists",19,48457.8947368421,65072.4153521758,14928.6359227494,31363.9002408384,0.7
"Specialists",263,1269657.41444867,2407333.95437239,148442.570834729,292292.286259781,0.7
"Generalists",172,13995.3488372093,30806.4848758166,2348.97245026752,4636.71647683582,0.8
"Specialists",440,758474.090909091,2133597.67728828,101715.278289783,199909.424598294,0.8
"Generalists",61,85045.9016393443,90879.6394024729,11635.9454785193,23275.3563977588,0.9
"Specialists",721,349447.9889043,676042.525700105,25177.1393278991,49429.3777405413,0.9
"Generalists",98,17908.1632653061,22213.7167314391,2243.92424802252,4453.56848270929,1
"Specialists",488,557332.991803279,1249969.66581578,56583.4681125746,111177.863284311,1
"Generalists",131,44470.2290076336,145633.362457633,12724.0459564421,25173.0031982324,1.1
"Specialists",572,461663.986013986,966283.280047663,40402.3336171651,79355.3242498431,1.1
"Generalists",183,34332.7868852459,81335.0600665958,6012.46064755955,11863.0903693084,1.2
"Specialists",812,334014.039408867,1109927.46524313,38950.8180811197,76456.3037096509,1.2
"Generalists",46,72195.652173913,207161.60943843,30544.312935799,61519.4041950298,1.3
"Specialists",441,654215.873015873,1760474.87384208,83832.1368496229,164761.176787197,1.3
"Generalists",171,49264.9122807018,92336.3948854049,7061.14059853239,13938.8095164343,1.4
"Specialists",995,214793.768844221,551380.603887575,17479.9402717212,34301.8208287264,1.4
"Generalists",193,58705.6994818653,99359.2918332086,7152.03832447797,14106.6552969549,1.5
"Specialists",1021,196531.537708129,466599.478648429,14602.6399836017,28654.6502768578,1.5
"Generalists",50,38712,115470.820839319,16330.0400889319,32816.4441840453,1.6
"Specialists",442,569295.701357466,1011410.87351325,48107.9093190682,94549.2561306038,1.6
"Generalists",76,80578.9473684211,127981.106226182,14680.4397032229,29244.9355544904,1.7
"Specialists",566,423162.720848057,1135266.42488671,47718.8070922702,93727.9233187372,1.7
"Generalists",93,44862.3655913979,70553.6766274267,7316.07545482725,14530.3573546144,1.8
"Specialists",627,393603.987240829,1190709.90286451,47552.3730874849,93381.4847018456,1.8
"Generalists",69,50192.7536231884,113274.405653394,13636.6359573673,27211.4833821455,1.9
"Specialists",508,488251.57480315,1163926.30407557,51640.8791201048,101456.460786718,1.9
"Generalists",412,19259.9514563107,73970.3167467082,3644.25594028091,7163.70588070638,2
"Specialists",978,211464.928425358,607581.285080934,19428.3071467786,38126.0140113491,2
"Generalists",75,76600,292049.79860439,33723.0059682041,67194.5561798929,2.1
"Specialists",402,664687.313432836,1503247.71952184,74975.1817352774,147393.519736527,2.1
"Generalists",68,101116.176470588,175527.068636061,21285.7836512212,42486.6019898125,2.2
"Specialists",754,290365.384615385,736780.559378439,26831.9653947853,52674.3516725937,2.2
"Generalists",321,33160.7476635514,132445.232849051,7392.37202718344,14543.7894940758,2.3
"Specialists",1282,145155.850234009,393324.439023854,10985.1734688862,21550.9066052076,2.3
"Generalists",480,32734.1666666667,109067.812692305,4978.24177577696,9781.89093229708,2.4
"Specialists",1710,97313.2748538012,209218.542790903,5059.4361292475,9923.34051530681,2.4
"Generalists",918,18911.7647058824,55196.2412876135,1821.74742308261,3575.2783041746,2.5
"Specialists",2236,74883.228980322,207318.082861748,4384.31030722819,8597.74636732834,2.5
"Generalists",289,44211.0726643599,135369.498766948,7962.91169217343,15672.8828769242,2.6
"Specialists",990,201558.98989899,519185.270292567,16500.7910703775,32380.5836021694,2.6
"Generalists",269,48994.4237918216,135772.779370696,8278.21246127843,16298.6014307288,2.7
"Specialists",1096,179817.700729927,511992.561479753,15465.3009005314,30344.9741313853,2.7
"Generalists",651,16906.1443932412,67563.8632978222,2648.03658061954,5199.73844408996,2.8
"Specialists",1408,143078.977272727,493553.886438522,13153.2552685986,25802.1024069149,2.8
"Generalists",637,31459.0266875981,96907.6291415884,3839.62006432577,7539.86560063741,2.9
"Specialists",1756,88391.2300683371,252934.036607593,6035.94146230222,11838.3923248648,2.9
"Generalists",462,14151.5151515152,36280.1874885857,1687.90708042126,3316.94539064973,3
"Specialists",1138,195874.692442882,916468.700841887,27167.3017500556,53303.6750298363,3
"Generalists",212,30044.8113207547,76690.6089362731,5267.13264652742,10382.9439749437,3.1
"Specialists",828,256222.826086957,636202.927953323,22109.5801239304,43397.4940114956,3.1
"Generalists",283,20717.667844523,78712.2700713808,4678.95878748114,9210.11815923156,3.2
"Specialists",879,295240.045506257,1262733.58136471,42590.9466244203,83591.9541795622,3.2
"Generalists",465,32733.5483870968,88727.7378179281,4114.65031589837,8085.65725740059,3.3
"Specialists",1524,110123.884514436,387550.580513145,9927.40885092823,19472.8391295636,3.3
"Generalists",508,21339.3700787402,53003.85220265,2351.66566380756,4620.20940132824,3.4
"Specialists",1641,128187.081048141,423880.569182594,10463.7948954474,20523.8080745583,3.4
"Generalists",327,57296.6360856269,155676.943163788,8608.95462844125,16936.1168411404,3.5
"Specialists",1691,91515.9077468953,189774.579423364,4614.94185741466,9051.60243803913,3.5
"Generalists",294,33645.5782312925,116853.246390442,6815.01972486435,13412.5957004166,3.6
"Specialists",1175,160897.531914894,352114.017128883,10272.2216229588,20153.9622851428,3.6
"Generalists",1137,18673.9665787159,76497.6952923724,2268.65323437508,4451.2211521313,3.7
"Specialists",2499,58233.3333333333,160155.897020415,3203.75875624754,6282.29573495671,3.7
"Generalists",700,24206.8571428571,66981.1370013946,2531.6490148291,4970.54746273155,3.8
"Specialists",2270,66303.6123348018,161992.439591982,3400.02270560973,6667.47868564594,3.8
"Generalists",182,28504.9450549451,98197.1825486567,7278.85944622372,14362.332775203,3.9
"Specialists",637,320109.576138148,649349.395575248,25728.1597960231,50522.4120521937,3.9
"Generalists",599,22811.5191986644,107726.529080608,4401.58665195665,8644.44723893955,4
"Specialists",1593,110000.941619586,255845.870918798,6410.1844219013,12573.2896887089,4
"Generalists",583,22372.0411663808,86868.940410401,3597.74391094722,7066.14316349965,4.1
"Specialists",1946,87894.1932168551,286925.935038341,6504.26740293897,12756.0678142092,4.1
"Generalists",369,30896.4769647696,123105.137610226,6408.59748280119,12602.0664682003,4.2
"Specialists",1137,159592.084432718,474219.191635532,14063.6773277267,27593.7005485858,4.2
"Generalists",959,23329.614181439,79885.6411161078,2579.64189391999,5062.40104818787,4.3
"Specialists",2391,64227.8544542033,176689.795881298,3613.44693224512,7085.8142761842,4.3
"Generalists",970,20311.7525773196,87101.740482425,2796.66834096361,5488.22434324354,4.4
"Specialists",2527,56238.7415908192,144262.694782051,2869.79860043099,5627.39831637833,4.4
"Generalists",111,56939.6396396396,177269.379132581,16825.6648605771,33344.5184694862,4.5
"Specialists",661,356274.432677761,1082520.22763515,42105.1569395792,82676.2050483002,4.5
"Generalists",243,18217.2839506173,60440.8961832596,3877.2852979408,7637.53525924461,4.6
"Specialists",651,384150.998463902,1248791.82369746,48944.0104416889,96107.4535617056,4.6
"Generalists",680,27282.5,112497.941606108,4314.09912646402,8470.57783882903,4.7
"Specialists",1932,78471.635610766,236583.885342045,5382.46976277366,10556.0634283757,4.7
"Generalists",387,10718.6046511628,42961.6187921227,2183.86181499102,4293.75350679966,4.8
"Specialists",1058,219833.081285444,832948.755547524,25607.9875403717,50248.2711684581,4.8
"Generalists",273,49004.3956043956,116840.553664418,7071.51200099722,13921.8543132952,4.9
"Specialists",1370,144217.518248175,385636.128580544,10418.7935074459,20438.5299412428,4.9
"Generalists",1108,13262.274368231,44496.8375099937,1336.77792627624,2622.90435141205,5
"Specialists",2630,57776.7680608365,194186.877979715,3786.5352592806,7424.89105134144,5
"Generalists",173,5613.29479768786,9873.66105787741,750.680549369314,1481.73243096995,0.1
"Specialists",820,532741.097560976,1555122.35066089,54307.2281664983,106597.743467301,0.1
"Generalists",107,7021.4953271028,8553.59383851158,826.90712761653,1639.42380694691,0.2
"Specialists",542,766784.870848708,2045935.87231709,87880.4705837745,172628.759819675,0.2
"Generalists",108,6522.22222222222,10664.6795267415,1026.20926593088,2034.34018310159,0.3
"Specialists",535,679286.542056075,1576518.45899164,68158.8366407974,133892.333429346,0.3
"Generalists",136,11381.6176470588,21936.6941099826,1881.05600128301,3720.14992679194,0.4
"Specialists",548,586348.540145985,1643820.10443305,70220.5147065569,137934.880975184,0.4
